gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Male,29,Yes,1,3,4,5,1,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,21,Yes,1,5,4,4,2,2,4,Yes,Risk,Income,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,27,Yes,3,2,5,5,7,4,5,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,26,Yes,3,2,5,6,4,1,7,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,28,Yes,1,3,6,2,1,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,High Interest Rates,Newspapers and Magazines
Male,24,Yes,1,3,7,7,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Health Care,Dividend,Fund Diversification,Safe Investment,Risk Free,Newspapers and Magazines
Male,22,Yes,2,3,6,2,4,4,5,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Fixed Deposits,Education,Dividend,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,29,Yes,1,4,4,6,1,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,28,Yes,4,3,4,1,3,3,5,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,28,Yes,1,2,5,4,4,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Financial Consultants
Male,30,Yes,3,5,3,4,4,4,7,No,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,26,Yes,4,4,5,6,1,1,7,Yes,Risk,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Financial Consultants
Male,31,Yes,3,6,5,5,4,4,4,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Safe Investment,Risk Free,Financial Consultants
Female,25,Yes,4,3,3,5,4,1,7,Yes,Returns,Growth,Wealth Creation,More than 5 years,Monthly,30%-40%,Equity,Health Care,Liquidity,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,22,Yes,1,3,4,3,3,2,4,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Female,26,Yes,1,1,7,4,7,3,7,Yes,Returns,Capital Appreciation,Savings for Future,1-3 years,Daily,20%-30%,Equity,Education,Capital Appreciation,Fund Diversification,Safe Investment,High Interest Rates,Newspapers and Magazines
Male,27,Yes,1,3,7,6,1,3,5,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Risk Free,Financial Consultants
Male,22,Yes,2,3,2,5,6,1,7,Yes,Returns,Growth,Wealth Creation,Less than 1 year,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,25,Yes,3,3,7,4,6,1,6,Yes,Returns,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,27,Yes,3,5,5,4,1,6,5,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,24,Yes,4,1,6,7,2,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Retirement Plan,Dividend,Fund Diversification,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,28,No,4,4,4,6,2,3,7,Yes,Returns,Capital Appreciation,Savings for Future,More than 5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Assured Returns,Risk Free,Television
Female,24,Yes,2,3,6,2,4,1,4,Yes,Returns,Capital Appreciation,Returns,3-5 years,Monthly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,29,Yes,3,2,4,2,3,1,6,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Television
Male,35,Yes,4,2,7,3,5,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,27,Yes,3,3,4,3,2,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Television
Male,25,Yes,1,1,2,7,4,5,5,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Mutual Fund,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Television
Male,25,Yes,3,2,6,3,2,3,6,Yes,Returns,Income,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Risk Free,Financial Consultants
Male,30,Yes,3,2,6,6,1,1,2,No,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Tax Benefits,Assured Returns,Risk Free,Internet
Male,27,Yes,1,3,4,4,3,4,6,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,32,Yes,2,2,6,3,3,3,4,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Equity,Education,Dividend,Better Returns,Assured Returns,Risk Free,Television
Male,28,Yes,2,4,3,2,2,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Health Care,Liquidity,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,28,Yes,1,2,5,6,4,1,6,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Liquidity,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,29,No,2,1,5,5,1,1,6,Yes,Returns,Income,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,21,Yes,2,3,3,4,3,1,5,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Female,21,Yes,1,4,6,6,5,1,6,Yes,Returns,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,29,No,2,3,3,2,2,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Internet
Male,29,Yes,1,1,6,5,5,1,5,No,Returns,Income,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,26,Yes,1,3,6,4,4,1,7,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,33,Yes,3,2,3,4,4,1,6,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Liquidity,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Female,29,Yes,2,3,7,6,3,3,7,No,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Internet
Male,29,Yes,2,3,7,4,4,1,3,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,29,Yes,2,4,5,4,5,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,30,Yes,3,2,6,6,1,1,6,No,Returns,Growth,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Tax Benefits,Assured Returns,Risk Free,Financial Consultants
Female,22,Yes,1,4,7,3,5,1,6,Yes,Risk,Income,Wealth Creation,3-5 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,35,Yes,2,4,4,4,1,1,6,Yes,Risk,Capital Appreciation,Returns,1-3 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,21,Yes,3,3,3,2,3,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Financial Consultants
Male,29,Yes,1,2,6,5,1,1,4,Yes,Returns,Income,Savings for Future,3-5 years,Daily,20%-30%,Fixed Deposits,Health Care,Dividend,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,25,Yes,3,2,4,3,4,3,4,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,25,Yes,2,3,7,4,4,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Risk Free,Financial Consultants
Male,26,Yes,2,2,7,3,5,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,30,Yes,3,4,5,3,1,2,6,Yes,Returns,Capital Appreciation,Returns,1-3 years,Monthly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,35,Yes,3,3,5,2,2,2,4,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,27,No,3,3,6,7,4,2,5,Yes,Returns,Capital Appreciation,Savings for Future,1-3 years,Weekly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,33,Yes,3,3,6,3,5,2,7,Yes,Returns,Capital Appreciation,Returns,1-3 years,Weekly,20%-30%,Fixed Deposits,Health Care,Dividend,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,21,Yes,2,2,7,2,1,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,30,Yes,1,3,5,7,2,4,4,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Internet
Female,30,Yes,1,2,2,4,3,3,6,Yes,Returns,Growth,Savings for Future,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,24,Yes,1,4,6,4,4,2,5,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Equity,Health Care,Liquidity,Better Returns,Assured Returns,High Interest Rates,Internet
Male,29,Yes,3,3,7,5,3,1,6,Yes,Returns,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Internet
Male,29,Yes,1,3,7,6,6,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Television
Male,30,Yes,2,4,6,3,7,1,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Liquidity,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,25,Yes,1,4,6,5,2,2,7,Yes,Returns,Growth,Wealth Creation,3-5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,30,Yes,3,2,5,5,4,4,6,No,Returns,Capital Appreciation,Savings for Future,3-5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,28,No,2,2,7,3,1,3,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Financial Consultants
Female,29,Yes,2,2,4,4,1,1,6,Yes,Returns,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,24,Yes,1,4,6,3,4,2,5,Yes,Risk,Growth,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Risk Free,Television
Female,23,Yes,2,4,1,1,5,1,6,Yes,Returns,Growth,Wealth Creation,1-3 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Television
Male,33,Yes,2,2,5,3,3,1,4,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Risk Free,Financial Consultants
Male,26,Yes,3,4,7,3,5,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,High Interest Rates,Newspapers and Magazines
Male,27,No,2,4,7,5,1,1,5,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,26,Yes,3,3,3,2,4,1,5,Yes,Risk,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,27,Yes,2,5,6,4,2,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Mutual Fund,Education,Liquidity,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,28,Yes,2,3,7,6,4,1,6,Yes,Risk,Capital Appreciation,Savings for Future,1-3 years,Monthly,20%-30%,Mutual Fund,Education,Capital Appreciation,Tax Benefits,Assured Returns,Risk Free,Financial Consultants
Male,26,Yes,2,3,4,5,2,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,29,Yes,1,3,5,6,2,3,6,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Financial Consultants
Male,28,Yes,5,5,7,3,1,4,5,No,Returns,Growth,Wealth Creation,3-5 years,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Financial Consultants
Male,23,No,3,3,4,5,1,2,7,Yes,Returns,Capital Appreciation,Savings for Future,3-5 years,Monthly,20%-30%,Public Provident Fund,Health Care,Dividend,Tax Benefits,Safe Investment,Fixed Returns,Internet
Male,31,Yes,3,5,4,3,1,4,6,Yes,Risk,Capital Appreciation,Savings for Future,Less than 1 year,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,29,Yes,1,1,6,5,5,1,5,No,Returns,Capital Appreciation,Returns,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,35,Yes,3,3,7,4,5,1,7,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Financial Consultants
Female,28,Yes,3,1,3,4,1,1,6,Yes,Returns,Capital Appreciation,Savings for Future,1-3 years,Monthly,20%-30%,Mutual Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,27,Yes,3,4,5,3,2,3,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Financial Consultants
Male,27,Yes,2,2,5,6,2,4,5,Yes,Returns,Capital Appreciation,Savings for Future,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,29,Yes,5,2,5,4,4,5,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Financial Consultants
Female,25,Yes,1,3,4,3,4,1,4,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,27,Yes,1,5,3,4,3,3,7,No,Returns,Growth,Savings for Future,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,23,Yes,1,5,3,3,3,2,7,Yes,Returns,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Financial Consultants
Male,31,Yes,1,1,4,5,1,2,5,Yes,Returns,Income,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,28,Yes,2,2,5,2,3,2,6,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,24,Yes,2,3,5,4,2,1,4,Yes,Returns,Growth,Wealth Creation,3-5 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Risk Free,Financial Consultants
Male,24,No,2,1,5,4,3,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,25,Yes,3,2,5,4,5,3,7,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Mutual Fund,Education,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Male,26,Yes,1,3,4,3,5,1,3,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,22,Yes,3,4,7,5,2,3,5,Yes,Returns,Capital Appreciation,Returns,Less than 1 year,Monthly,30%-40%,Fixed Deposits,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,22,Yes,3,3,7,5,3,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Education,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Financial Consultants
Male,27,Yes,3,2,5,5,4,1,7,Yes,Risk,Capital Appreciation,Returns,1-3 years,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,26,Yes,3,4,4,6,1,2,4,Yes,Returns,Growth,Wealth Creation,3-5 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Risk Free,Financial Consultants
Male,29,Yes,4,3,5,7,2,3,5,No,Returns,Income,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Television
Male,34,Yes,2,4,5,3,4,2,5,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Risk Free,Financial Consultants
Female,28,Yes,1,3,5,4,4,3,5,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,25,Yes,1,4,2,4,6,2,6,Yes,Returns,Income,Wealth Creation,1-3 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,28,Yes,3,3,4,5,6,5,4,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television
Female,21,Yes,1,2,6,4,4,4,4,Yes,Risk,Growth,Wealth Creation,3-5 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Tax Incentives,Fixed Returns,Newspapers and Magazines
Male,21,Yes,1,3,5,6,4,1,6,Yes,Returns,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Education,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,24,Yes,2,1,3,5,4,2,5,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Education,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,26,Yes,2,4,3,5,3,1,4,Yes,Returns,Capital Appreciation,Savings for Future,3-5 years,Daily,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,26,Yes,1,5,3,4,2,4,3,Yes,Returns,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Risk Free,Financial Consultants
Female,29,Yes,2,2,7,5,3,1,4,Yes,Returns,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,28,Yes,1,2,3,6,4,3,5,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,32,Yes,2,2,6,3,1,1,5,Yes,Risk,Capital Appreciation,Savings for Future,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Television
Female,27,Yes,3,3,5,4,6,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,High Interest Rates,Newspapers and Magazines
Male,27,Yes,1,3,5,4,1,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Female,31,Yes,2,3,5,4,3,1,6,Yes,Returns,Income,Wealth Creation,3-5 years,Weekly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,29,Yes,2,4,2,4,4,6,4,No,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Television
Female,29,Yes,2,4,5,5,1,1,4,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Risk Free,Television
Male,24,Yes,3,2,5,3,3,2,3,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,22,Yes,3,2,4,4,1,3,5,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,31,Yes,2,2,6,3,3,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Female,31,No,2,2,6,3,3,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Dividend,Tax Benefits,Assured Returns,Risk Free,Television
Female,25,Yes,2,2,2,4,2,1,7,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,26,Yes,2,4,3,5,2,3,4,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,High Interest Rates,Financial Consultants
